park_id,name,address,district,latitude,longitude
connected_1,Eight Commercial Tower,"8 Sun Yip Street, Chai Wan",,22.266937499999997,114.24731250000002
connected_2,909 Cheung Sha Wan Road,"909 Cheung Sha Wan Road, Cheung Sha Wan",,22.336148412008054,114.14632748760224
connected_3,Admiralty Car Park,"Rodney Street, Queensway, Admiralty",,22.2781875,114.16581249999996
connected_4,AEON Lai Chi Kok Store,"1/F & 2/F Aquamarine, 8 Sham Shing Road, Lai Chi Kok",,22.332187500000003,114.14856250000003
connected_5,apm,"418 Kwun Tong Road, Kwun Tong",,22.3124375,114.2251875
connected_6,Austin Tower,"22-26A Austin Avenue, Tsim Sha Tsui",,22.303062499999996,114.17518749999999
connected_7,Bellagio Visitor Car Park,"3 Castle Peak Road, Sham Tseng",,22.36706249999999,114.05881250000004
connected_8,Blossom Garden,"11 Leung Tak Street, Tuen Mun",,22.407937500000003,113.96856249999996
connected_9,Botania Villa,"138 Fuk Hang Tsuen Road, Tuen Mun",,22.417937500000008,113.98581250000001
connected_10,Brill Plaza,"84 To Kwa Wan Road, To Kwa Wan",,22.318187499999993,114.19093750000002
connected_11,Capital Building,"85-95 Un Chau Street, Sham Shui Po",,22.33268749999999,114.16243749999995
connected_12,Castello,"Siu Lek Yuen Road, Shatin",,22.383312499999988,114.21493749999996
connected_13,CCT Telecom Building,"11 Wo Shing Street, Fo Tan",,22.397312499999998,114.1975625
connected_14,Centre Parc,"11 Sheung Yuet Road, Kowloon Bay",,22.32193749999999,114.2086875
connected_15,Chelsea Heights,"1 Shek Pai Tau Path, Tuen Mun",,22.40043750000001,113.97381250000001
connected_16,Chi Fu Landmark,"Chi Fu Road, Pok Fu Lam",,22.257812499999986,114.13881250000009
connected_17,Chi Shin Street Carpark,"Chi Sin Street, Tseung Kwan O",,22.304928573948132,114.26010648474117
connected_18,China Hong Kong City,"33 Canton Rd, Tsim Sha Tsui",,22.300562499999998,114.16781249999997
connected_19,Chinachem Tsuen Wan Plaza,"455 Castle Peak Road, Tsuen Wan",,22.375187499999996,114.11131250000005
connected_20,Citygateoutlets P2,"20 Tat Tung Rd, Tung Chung",,22.289937499999994,113.94093750000002
connected_21,Cityplaza,"18 Tai Koo Shing Rd, Quarry Bay",,22.2866875,114.21743749999996
connected_22,Citywalk,"1 Yeung Uk Rd, Tsuen Wan",,22.369562499999986,114.11368750000003
connected_23,Coda Plaza,"Basement Level 1-4, 51 Garden Road, Central",,22.276312500000003,114.15618749999999
connected_24,Concord Square,"1 Tai Uk Street, Tsuen Wan",,22.369687499999998,114.11518750000005
connected_25,Cos Centre,"56 Tsun Yip St, Kwun Tong",,22.311062500000006,114.22256249999998
connected_26,East Point City,"8 Chung Wa Road, Tseung Kwan O",,22.316937499999995,114.26543750000002
connected_27,East Town Building,"41 Lockhart Road, Wan Chai",,22.278562500000007,114.17068749999999
connected_28,Eight Regency,"8 Leung Tak Street, Tuen Mun",,22.407562499999997,113.96768750000001
connected_29,Eightland Gardens,"2 On Chee Road, Tai Po",,22.452437500000002,114.16668749999997
connected_30,Eldo Garden,"126 Heung Sze Wui Road, Tuen Mun",,22.398437499999986,113.97556249999997
connected_31,Evergreen Court,"9 Chui Lok Street, Tai Po",,22.453812499999998,114.16368749999998
connected_32,Fortune Plaza,"4 On Chee Road, Tai Po",,22.4525625,114.16806249999996
connected_33,Fu Shing Building,"9 Sai Ching Street, Yuen Long",,22.44243750000001,114.02781249999998
connected_34,Fung Nam Road Car Park,"Fung Nam Road, Sheung Shui",,22.50745373313296,114.12787369610375
connected_35,Grandway Garden,"16 Mei Tin Road / 15&35 Tsuen Nam Road, Tai Wai",,22.37356249999999,114.17743749999994
connected_36,Harbour Heights (Open Space) Car Park,"Electric Road, North Point",,22.288187499999992,114.1905625
connected_37,Harbour North,"1 North Point Estate Lane, North Point",,22.292812499999997,114.1989375
connected_38,Harbour Pinnacle,"2-20A Miden Avenue, Tsim Sha Tsui",,22.2968125,114.17443749999995
connected_39,HI-Tech Industrial Centre,"5-21 Pak Tin Par Street, Tsuen Wan",,22.374937499999987,114.10881250000006
connected_40,Ho Shun Tai Building,"Sai Ching Street, Yuen Long",,22.442062500000006,114.02768750000001
connected_41,HomeSquare,"138 Shatin Rural Committee Road, Sha Tin",,22.385312499999984,114.1878125
connected_42,Hong Kong Plaza,"188 Connaught Road West, Sai Ying Pun",,22.28706249999999,114.13593750000007
connected_43,Hong Lai Gardens,"153 Heung Sze Wui Road, Tuen Mun",,22.39881249999999,113.97506249999998
connected_44,Honour Industrial Centre,"6 Sun Yip Street, Chai Wan",,22.266312499999998,114.24731250000002
connected_45,HSBC Centre,"1 Shum Mong Road, Tai Kok Tsui",,22.31831249999999,114.16093749999999
connected_46,International Trade Centre,"11-19 Sha Tsui Road, Tsuen Wan",,22.374687499999993,114.10806250000002
connected_47,Kimberley Road,"67-76 Kimberley Road, Tsim Sha Tsui, Kowloon",,22.30143749999999,114.17506249999997
connected_48,King Palace Plaza,"55 King Yip St, Kwun Tong",,22.30818749999999,114.2254375
connected_49,Kings Wing Plaza II,"3 On Kwan St, Sha Tin",,22.38843749999998,114.20806249999998
connected_50,Kodak House II,"39 Healthy Street East, North Point",,22.292812499999997,114.20681250000001
connected_51,K-Point,"1 Tuen Lung Street, Tuen Mun",,22.393937499999993,113.9754375
connected_52,Kwai Fong Court,"15 Kwai Yi Road, Kwai Fong",,22.355687499999988,114.12843750000002
connected_53,Kwai Sing Centre,"367 Castle Peak Road, Kwai Chung",,22.3654375,114.13568750000007
connected_54,Lai Bo Garden,"38 Cheung Wah Street, Cheung Sha Wan",,22.340437500000007,114.15518750000001
connected_55,Landmark North,"39 Lung Sum Avenue, Sheung Shui",,22.502562499999996,114.12793750000003
connected_56,Lun Fung Court,"363 Des Voeux Road West, Sai Ying Pun",,22.286937499999993,114.13618750000006
connected_57,Maritime Square 1,"33 Tsing King Rd, Tsing Yi",,22.358687499999988,114.10643750000003
connected_58,Mei Foo Sun Chuen-S7,"Mei Foo Sun Chuen, Lai Chi Kok",,22.33581249999999,114.14118750000006
connected_59,Metroplaza,"223 Hing Fong Road, Kwai Fong",,22.35743749999999,114.12618750000001
connected_60,Metropolis Plaza,"8 Lung Wan Street, Sheung Shui",,22.502062499999994,114.12931250000003
connected_61,Mikiki,"638 Prince Edward Road East, San Po Kong",,22.333687499999996,114.19718749999998
connected_62,Millennium City 1,"388 Kwun Tong Road, Kwun Tong",,22.313562500000003,114.2215625
connected_63,Millennium City 2 & 3,"370-378 Kwun Tong Road, Kwun Tong",,22.314687500000005,114.2195625
connected_64,Millennium City 6,"392 Kwun Tong Road, Kwun Tong",,22.313437499999992,114.22206249999999
connected_65,Moko,"193 Prince Edward Road West, Mong Kok",,22.32318749999999,114.17231249999998
connected_66,Nan Fung Commercial Centre,"18 Lam Lok Street, Kowloon Bay",,22.322937499999995,114.2075625
connected_67,New Commerce Centre,"19 On Sum Street, Shek Mun, Shatin",,22.389437499999985,114.2070625
connected_68,New Mandarin Plaza,"14 Science Museum Road, Tsim Sha Tsui East",,22.300562499999998,114.17868749999997
connected_69,New Tech Plaza,"34 Tai Yau Street, San Po Kong",,22.336687499999996,114.19718749999998
connected_70,New Town Mansion,"2 Tuen Lee Street, Tuen Mun",,22.3911875,113.97868749999998
connected_71,New Town Plaza Phase 1,"Shatin Centre Street, Sha Tin",,22.381812499999995,114.18868750000001
connected_72,New Trade Plaza,"On Ping Street, Shek Mun, Shatin",,22.3906875,114.20743749999997
connected_73,Nina Mall,"Tsuen Wan, Yeung Uk Rd, No.8",,22.368687499999993,114.11293750000004
connected_74,Number 4 Multi-Storey Carpark,"11 Cheong Tat Road, Chek Lap Kok",,22.3179375,113.93393750000001
connected_75,Olympian City 2,"18 Hoi Ting Rd, Tai Kok Tsui",,22.3166875,114.1615625
connected_76,Onbury Car Park,"3 Peace Avenue, Mongkok",,22.318062499999996,114.17418749999996
connected_77,One Sky Parc,"53 Hung To Road, Kwun Tong",,22.311062500000006,114.22206249999999
connected_78,Pacific Place,"88 Queensway, Admiralty, Hong Kong",,22.27718750000001,114.16493749999995
connected_79,Park Central,"9 Tong Tak Street, Tseung Kwan O",,22.307437499999992,114.25731250000001
connected_80,Peninsula Square,"18 Sung On Street, Hunghom",,22.311437499999997,114.18993749999998
connected_81,Peninsula Tower,"538 Castle Peak Road, Cheung Sha Wan",,22.33943749999999,114.1506875
connected_82,Plaza 88,"88 Yeung Uk Rd, Tsuen Wan",,22.367312499999997,114.11593750000003
connected_83,Po Sing Centre,"1-25 Ta Chuen Ping Street, Kwai Chung",,22.366562499999986,114.13593750000007
connected_84,Po Tai Street Car Park,"Po Tai Street, Ma On Shan",,22.413812500000006,114.22343749999999
connected_85,Popcorn 1,"9 Tong Yin St, Tseung Kwan O",,22.307812499999983,114.25956250000002
connected_86,PopWalk,"12 Tong Chun Street, Tseung Kwan O",,22.306187499999993,114.26093750000001
connected_87,Port 33,"33 Tseuk Luk Street, San Po Kong, San Po Kong",,22.335437499999998,114.19768750000003
connected_88,Sai Kung Garden,"16 Chan Man Street, Sai Kung",,22.3821875,114.27143749999999
connected_89,Sai Kung Town Centre,"22-40 Fuk Man Road & Chan Man Street, Sai Kung",,22.38268749999999,114.2723125
connected_90,Shanghai Industrial Investment Building,"48-66 Hennessy Road, Wan Chai",,22.277312500000008,114.17081249999995
connected_91,Shatin Park Stage 1,"Kong Pui Street, Shatin",,22.37956249999999,114.19743749999998
connected_92,Shell Airport Cargo Terminal,"Shell Airport Cargo Terminal J/O Chek Lap Kok S Rd, AND SCENIC",,22.291812500000006,113.93106249999994
connected_93,Siu On Centre,"188 Lockhart Road, Wan Chai",,22.278062500000004,114.17418749999996
connected_94,Skyline Plaza,"88 Tai Ho Road, Tsuen Wan",,22.369812499999995,114.11193750000001
connected_95,SOHO West,"10 Lai Ying Street, Cheung Sha Wan",,22.326812500000003,114.14931250000006
connected_96,Sun Hung Kai Centre,"30 Harbour Rd, Wan Chai",,22.280312499999994,114.17693749999995
connected_97,Sun Kwai Hing Plaza,"166-174 Hing Fong Road, Kwai Chung",,22.363062499999998,114.1314375
connected_98,Sunway Gardens,"989 King's Road, Quarry Bay",,22.2861037,114.2123131
connected_99,Tai Po Mega Mall,"8 & 10 On Pong Road, Tai Po",,22.451687500000006,114.1701875
connected_100,Tak Bo Garden,"3 Ngau Tau Kok Road, Ngau Tau Kok",,22.3269375,114.2143125
connected_101,Telford Plaza,"33 Wai Yip St, Kowloon Bay",,22.323312499999986,114.21356249999997
connected_102,The Lohas,"1 lohas road, Tseung Kwan O",,22.295187499999997,114.26931250000001
connected_103,The Southside,"11 Heung Yip Rd, Wong Chuk Hang",,22.247437500000004,114.16756249999997
connected_104,The Sun Arcade,"Kowloon Park Drive, Tsim Sha Tsui",,22.296562499999993,114.16956249999998
connected_105,The Wai,"18 Che Kung Miu Road, Tai Wai",,22.372562499999987,114.17981249999997
connected_106,Three Pacific Place,"1 Queen's Road East, Hong Kong",,22.276937500000003,114.16806249999996
connected_107,Thriving Industrial Centre,"26-38 Sha Tsui Road, Tsuen Wan",,22.373812499999985,114.10843750000004
connected_108,Times Square,"1 Matheson St, Causeway Bay",,22.2781875,114.18206249999997
connected_109,Tonic Industrial Centre,"19 Lam Hing Street, Kowloon Bay",,22.324812499999993,114.21031249999999
connected_110,Tsuen Kam Centre,"328-338 Castle Peak Road, Tsuen Wan",,22.37420857652086,114.11616170448862
connected_111,Tsuen Wan Centre,"87-105 Tsuen King Circuit, Tsuen Wan",,22.3780625,114.10781250000002
connected_112,Tsuen Wan Plaza,"4-30 Tai Pa Street, Tsuen Wan",,22.370812499999985,114.11118750000003
connected_113,Tuen Mun Town Plaza,"1 Tuen Shun St, Tuen Mun",,22.392937500000002,113.9768125
connected_114,Two Sky Parc,"51 Hung To Road, Kwun Tong",,22.3113125,114.22193749999997
connected_115,Uptown Plaza,"9 Nam Wan Rd, Tai Po, New Territories",,22.443562500000013,114.16931249999999
connected_116,V City,"83 Tuen Mun Heung Sze Wui Road, Tuen Mun",,22.3954375,113.97393749999998
connected_117,V Walk,"28 Sham Mong Road, West Kowloon",,22.327062499999997,114.15443749999997
connected_118,Victoria Centre,"15 Watson Road, North Point",,22.287437499999996,114.19006250000001
connected_119,Viking Gardens,"40-42 Hing Fat Street, Tin Hau",,22.283812499999996,114.19131250000004
connected_120,Wah Ming Centre,"421 Queen'S Road West, Sai Ying Pun",,22.286312499999994,114.13718750000004
connected_121,Wai Wah Centre,"11-17 Shatin Centre Street, Shatin",,22.38081249999999,114.18706250000002
connected_122,Wang Kwong Road Car Park,"Wang Kwong Road, Kowloon Bay",,22.328522186925216,114.20548132047104
connected_123,Wealthy Garden,"1-27 Tsuen Kwai Street, Tsuen Wan",,22.369312499999992,114.1219375
connected_124,Wetland Public Vehicle Park,"1 Wetland Park Road, Tin Shui Wai",,22.47093749999999,114.00293750000003
connected_125,Wu Shan Road Car Park,"Wu Shan Road, Tuen Mun",,22.375329793736856,113.96948021490017
connected_126,wwwtc mall,"280 Gloucester Road, Causeway Bay",,22.281937499999998,114.18418750000001
connected_127,YF Life Tower,"33 Lockhart Rd, Wan Chai",,22.278562500000007,114.16993749999995
connected_128,YOHO Mall,"8-9 Long Yat Road & 9 Yuen Long Street, Yuen Long",,22.445187500000003,114.03756250000004
connected_129,Yuen Long Hop Yick Plaza,"455 Castle Peak Road, Yuen Long",,22.443187500000008,114.02943749999997
connected_130,Yuen Long Plaza,"249-251 Castle Peak Road, Yuen Long",,22.444812500000012,114.02393749999999
connected_131,Airport Carpark 4,"Multi-storey Car Park 4, Cheong Tat Road, Chek Lap Kok, Islands District, New Territories",,22.3179375,113.93393750000001
connected_132,Concordia Plaza,"Concordia Plaza, 1, Science Museum Road, East Tsim Sha Tsui, Kowloon",,22.30206249999999,114.17831249999995
